OrderID,Status,Date,Time,Cost,Item,
41597,Complete,7/27/2025,15:28,15.5,"Taro Tea, Fruit Tea",0
41598,Complete,7/27/2025,13:21,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
41599,Complete,7/27/2025,13:51,14,"Classic Milk Tea, Classic Milk Tea",0
41600,Complete,7/27/2025,16:13,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41601,Complete,7/27/2025,10:00,22,"Classic Milk Tea, Classic Milk Tea, Matcha Tea",0
41602,Complete,7/27/2025,20:44,7.5,Fruit Tea,0
41603,Complete,7/27/2025,19:31,7,Classic Milk Tea,0
41604,Complete,7/27/2025,19:34,14.5,"Classic Milk Tea, Fruit Tea",0
41605,Complete,7/27/2025,13:47,22.5,"Fruit Tea, Classic Milk Tea, Taro Tea",0
41606,Complete,7/27/2025,20:31,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
41607,Complete,7/27/2025,11:15,7.5,Fruit Tea,0
41608,Complete,7/27/2025,10:22,16,"Matcha Tea, Matcha Tea",0
41609,Complete,7/27/2025,20:20,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
41610,Complete,7/27/2025,19:49,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
41611,Complete,7/27/2025,13:38,8,Taro Tea,0
41612,Complete,7/27/2025,14:04,8,Matcha Tea,0
41613,Complete,7/27/2025,9:28,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41614,Complete,7/27/2025,14:34,15,"Classic Milk Tea, Taro Tea",0
41615,Complete,7/27/2025,20:14,7,Classic Milk Tea,0
41616,Complete,7/27/2025,13:48,15.5,"Fruit Tea, Taro Tea",0
41617,Complete,7/27/2025,19:49,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
41618,Complete,7/27/2025,12:24,15,"Taro Tea, Classic Milk Tea",0
41619,Complete,7/27/2025,12:46,8,Taro Tea,0
41620,Complete,7/27/2025,15:57,16,"Taro Tea, Matcha Tea",0
41621,Complete,7/27/2025,17:56,8,Taro Tea,0
41622,Complete,7/27/2025,16:25,8,Matcha Tea,0
41623,Complete,7/27/2025,13:22,16,"Taro Tea, Taro Tea",0
41624,Complete,7/27/2025,11:19,24,"Matcha Tea, Taro Tea, Matcha Tea",0
41625,Complete,7/27/2025,14:08,23,"Taro Tea, Fruit Tea, Fruit Tea",0
41626,Complete,7/27/2025,14:10,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
41627,Complete,7/27/2025,20:27,23,"Taro Tea, Fruit Tea, Fruit Tea",0
41628,Complete,7/27/2025,18:59,7,Classic Milk Tea,0
41629,Complete,7/27/2025,19:54,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41630,Complete,7/27/2025,9:08,16,"Matcha Tea, Taro Tea",0
41631,Complete,7/27/2025,14:44,15.5,"Taro Tea, Fruit Tea",0
41632,Complete,7/27/2025,9:03,8,Matcha Tea,0
41633,Complete,7/27/2025,10:36,23,"Taro Tea, Classic Milk Tea, Taro Tea",0
41634,Complete,7/27/2025,21:53,15.5,"Matcha Tea, Fruit Tea",0
41635,Complete,7/27/2025,21:07,7,Classic Milk Tea,0
41636,Complete,7/27/2025,18:40,8,Taro Tea,0
41637,Complete,7/27/2025,9:43,14.5,"Classic Milk Tea, Fruit Tea",0
41638,Complete,7/27/2025,16:50,14.5,"Classic Milk Tea, Fruit Tea",0
41639,Complete,7/27/2025,16:57,7,Classic Milk Tea,0
41640,Complete,7/27/2025,11:52,16,"Taro Tea, Taro Tea",0
41641,Complete,7/27/2025,9:07,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
41642,Complete,7/27/2025,15:07,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
41643,Complete,7/27/2025,10:43,16,"Matcha Tea, Taro Tea",0
41644,Complete,7/27/2025,18:32,14.5,"Classic Milk Tea, Fruit Tea",0
41645,Complete,7/27/2025,12:01,15.5,"Fruit Tea, Taro Tea",0
41646,Complete,7/27/2025,21:48,14.5,"Fruit Tea, Classic Milk Tea",0
41647,Complete,7/27/2025,16:12,15,"Classic Milk Tea, Matcha Tea",0
41648,Complete,7/27/2025,15:49,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
41649,Complete,7/27/2025,9:25,15,"Fruit Tea, Fruit Tea",0
41650,Complete,7/27/2025,13:15,23,"Fruit Tea, Taro Tea, Fruit Tea",0
41651,Complete,7/27/2025,15:44,7.5,Fruit Tea,0
41652,Complete,7/27/2025,19:33,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41653,Complete,7/27/2025,18:30,8,Taro Tea,0
41654,Complete,7/27/2025,20:43,16,"Matcha Tea, Matcha Tea",0
41655,Complete,7/27/2025,20:33,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
41656,Complete,7/27/2025,14:09,15,"Classic Milk Tea, Taro Tea",0
41657,Complete,7/27/2025,12:35,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
41658,Complete,7/27/2025,15:51,23,"Classic Milk Tea, Taro Tea, Matcha Tea",0
41659,Complete,7/27/2025,12:21,22,"Matcha Tea, Classic Milk Tea, Classic Milk Tea",0
41660,Complete,7/27/2025,13:12,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
41661,Complete,7/27/2025,16:49,8,Taro Tea,0
41662,Complete,7/27/2025,14:14,23.5,"Taro Tea, Fruit Tea, Matcha Tea",0
41663,Complete,7/27/2025,18:42,24,"Taro Tea, Taro Tea, Matcha Tea",0
41664,Complete,7/27/2025,13:27,8,Taro Tea,0
41665,Complete,7/27/2025,18:00,22.5,"Matcha Tea, Fruit Tea, Classic Milk Tea",0
41666,Complete,7/27/2025,9:16,16,"Matcha Tea, Taro Tea",0
41667,Complete,7/27/2025,18:03,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41668,Complete,7/27/2025,15:53,8,Matcha Tea,0
41669,Complete,7/27/2025,10:26,8,Matcha Tea,0
41670,Complete,7/27/2025,16:27,7,Classic Milk Tea,0
41671,Complete,7/27/2025,19:15,8,Matcha Tea,0
41672,Complete,7/27/2025,15:25,15,"Classic Milk Tea, Taro Tea",0
41673,Complete,7/27/2025,15:47,14.5,"Fruit Tea, Classic Milk Tea",0
41674,Complete,7/27/2025,11:20,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
41675,Complete,7/27/2025,18:04,15,"Taro Tea, Classic Milk Tea",0
41676,Complete,7/27/2025,18:19,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
41677,Complete,7/27/2025,20:52,16,"Matcha Tea, Taro Tea",0
41678,Complete,7/27/2025,17:46,7.5,Fruit Tea,0
41679,Complete,7/27/2025,18:50,24,"Matcha Tea, Taro Tea, Taro Tea",0
41680,Complete,7/27/2025,13:47,8,Matcha Tea,0
41681,Complete,7/27/2025,21:39,24,"Matcha Tea, Taro Tea, Taro Tea",0
41682,Complete,7/27/2025,11:42,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
41683,Complete,7/27/2025,19:21,8,Taro Tea,0
41684,Complete,7/27/2025,21:54,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
41685,Complete,7/27/2025,11:06,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
41686,Complete,7/27/2025,12:41,15,"Fruit Tea, Fruit Tea",0
41687,Complete,7/27/2025,20:47,15.5,"Fruit Tea, Taro Tea",0
41688,Complete,7/27/2025,18:42,7.5,Fruit Tea,0
41689,Complete,7/27/2025,20:20,24,"Matcha Tea, Matcha Tea, Matcha Tea",0
41690,Complete,7/27/2025,10:28,15,"Classic Milk Tea, Matcha Tea",0
41691,Complete,7/27/2025,10:42,15.5,"Fruit Tea, Taro Tea",0
41692,Complete,7/27/2025,12:59,8,Matcha Tea,0
41693,Complete,7/27/2025,15:00,15.5,"Matcha Tea, Fruit Tea",0
41694,Complete,7/27/2025,16:56,8,Matcha Tea,0
41695,Complete,7/27/2025,20:57,15.5,"Taro Tea, Fruit Tea",0
41696,Complete,7/27/2025,12:50,23.5,"Fruit Tea, Taro Tea, Matcha Tea",0
41697,Complete,7/27/2025,12:59,16,"Taro Tea, Matcha Tea",0
41698,Complete,7/27/2025,21:52,16,"Matcha Tea, Taro Tea",0
41699,Complete,7/27/2025,9:36,23.5,"Taro Tea, Fruit Tea, Matcha Tea",0
41700,Complete,7/27/2025,10:07,22,"Matcha Tea, Classic Milk Tea, Classic Milk Tea",0
41701,Complete,7/27/2025,18:54,15.5,"Fruit Tea, Matcha Tea",0
41702,Complete,7/27/2025,10:14,14.5,"Classic Milk Tea, Fruit Tea",0
41703,Complete,7/27/2025,15:57,16,"Taro Tea, Taro Tea",0
41704,Complete,7/27/2025,9:55,8,Taro Tea,0
41705,Complete,7/27/2025,9:06,23,"Taro Tea, Fruit Tea, Fruit Tea",0
41706,Complete,7/27/2025,19:25,8,Taro Tea,0
41707,Complete,7/27/2025,20:06,15.5,"Taro Tea, Fruit Tea",0
41708,Complete,7/27/2025,10:25,8,Taro Tea,0
41709,Complete,7/27/2025,14:01,24,"Matcha Tea, Matcha Tea, Matcha Tea",0
41710,Complete,7/27/2025,11:52,24,"Taro Tea, Taro Tea, Taro Tea",0
41711,Complete,7/27/2025,13:20,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41712,Complete,7/27/2025,11:38,7.5,Fruit Tea,0
41713,Complete,7/27/2025,13:13,15,"Classic Milk Tea, Taro Tea",0
41714,Complete,7/27/2025,20:10,7,Classic Milk Tea,0
41715,Complete,7/27/2025,20:18,7.5,Fruit Tea,0
41716,Complete,7/27/2025,12:42,15,"Classic Milk Tea, Taro Tea",0
41717,Complete,7/27/2025,9:10,15.5,"Matcha Tea, Fruit Tea",0
41718,Complete,7/27/2025,20:54,16,"Taro Tea, Taro Tea",0
41719,Complete,7/27/2025,16:27,8,Taro Tea,0
41720,Complete,7/27/2025,17:50,21.5,"Classic Milk Tea, Classic Milk Tea, Fruit Tea",0
41721,Complete,7/27/2025,14:35,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
41722,Complete,7/27/2025,13:48,7.5,Fruit Tea,0
41723,Complete,7/28/2025,15:02,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
41724,Complete,7/28/2025,18:10,16,"Matcha Tea, Matcha Tea",0
41725,Complete,7/28/2025,19:55,7.5,Fruit Tea,0
41726,Complete,7/28/2025,9:15,7.5,Fruit Tea,0
41727,Complete,7/28/2025,17:22,24,"Taro Tea, Matcha Tea, Matcha Tea",0
41728,Complete,7/28/2025,12:55,22,"Classic Milk Tea, Classic Milk Tea, Matcha Tea",0
41729,Complete,7/28/2025,19:53,8,Taro Tea,0
41730,Complete,7/28/2025,18:36,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
41731,Complete,7/28/2025,21:17,14.5,"Classic Milk Tea, Fruit Tea",0
41732,Complete,7/28/2025,11:18,24,"Matcha Tea, Matcha Tea, Matcha Tea",0
41733,Complete,7/28/2025,15:20,16,"Matcha Tea, Taro Tea",0
41734,Complete,7/28/2025,14:47,15,"Fruit Tea, Fruit Tea",0
41735,Complete,7/28/2025,17:18,8,Matcha Tea,0
41736,Complete,7/28/2025,19:38,23,"Fruit Tea, Taro Tea, Fruit Tea",0
41737,Complete,7/28/2025,13:27,14.5,"Classic Milk Tea, Fruit Tea",0
41738,Complete,7/28/2025,18:59,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
41739,Complete,7/28/2025,12:11,23,"Fruit Tea, Fruit Tea, Taro Tea",0
41740,Complete,7/28/2025,13:57,8,Taro Tea,0
41741,Complete,7/28/2025,9:15,8,Taro Tea,0
41742,Complete,7/28/2025,18:54,8,Matcha Tea,0
41743,Complete,7/28/2025,15:42,14,"Classic Milk Tea, Classic Milk Tea",0
41744,Complete,7/28/2025,21:46,8,Matcha Tea,0
41745,Complete,7/28/2025,20:22,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
41746,Complete,7/28/2025,21:17,7,Classic Milk Tea,0
41747,Complete,7/28/2025,19:21,8,Taro Tea,0
41748,Complete,7/28/2025,15:53,16,"Matcha Tea, Taro Tea",0
41749,Complete,7/28/2025,13:18,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
41750,Complete,7/28/2025,15:25,7.5,Fruit Tea,0
41751,Complete,7/28/2025,19:42,15,"Classic Milk Tea, Matcha Tea",0
41752,Complete,7/28/2025,13:14,16,"Matcha Tea, Matcha Tea",0
41753,Complete,7/28/2025,14:51,8,Matcha Tea,0
41754,Complete,7/28/2025,19:02,14.5,"Classic Milk Tea, Fruit Tea",0
41755,Complete,7/28/2025,9:00,15.5,"Matcha Tea, Fruit Tea",0
41756,Complete,7/28/2025,12:55,16,"Taro Tea, Taro Tea",0
41757,Complete,7/28/2025,10:19,8,Matcha Tea,0
41758,Complete,7/28/2025,17:08,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
41759,Complete,7/28/2025,21:43,22.5,"Fruit Tea, Classic Milk Tea, Matcha Tea",0
41760,Complete,7/28/2025,21:23,24,"Matcha Tea, Matcha Tea, Taro Tea",0
41761,Complete,7/28/2025,13:07,16,"Taro Tea, Taro Tea",0
41762,Complete,7/28/2025,12:19,15.5,"Matcha Tea, Fruit Tea",0
41763,Complete,7/28/2025,18:57,15,"Classic Milk Tea, Matcha Tea",0
41764,Complete,7/28/2025,19:49,8,Taro Tea,0
41765,Complete,7/28/2025,20:52,7.5,Fruit Tea,0
41766,Complete,7/28/2025,19:41,7.5,Fruit Tea,0
41767,Complete,7/28/2025,17:43,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
41768,Complete,7/28/2025,14:42,16,"Taro Tea, Taro Tea",0
41769,Complete,7/28/2025,9:08,16,"Taro Tea, Taro Tea",0
41770,Complete,7/28/2025,18:33,14,"Classic Milk Tea, Classic Milk Tea",0
41771,Complete,7/28/2025,9:48,7,Classic Milk Tea,0
41772,Complete,7/28/2025,19:15,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
41773,Complete,7/28/2025,19:47,15.5,"Taro Tea, Fruit Tea",0
41774,Complete,7/28/2025,20:23,14.5,"Fruit Tea, Classic Milk Tea",0
41775,Complete,7/28/2025,10:44,7.5,Fruit Tea,0
41776,Complete,7/28/2025,13:46,15.5,"Matcha Tea, Fruit Tea",0
41777,Complete,7/28/2025,10:35,15,"Fruit Tea, Fruit Tea",0
41778,Complete,7/28/2025,16:08,8,Taro Tea,0
41779,Complete,7/28/2025,11:52,7,Classic Milk Tea,0
41780,Complete,7/28/2025,12:36,7.5,Fruit Tea,0
41781,Complete,7/28/2025,14:15,15,"Classic Milk Tea, Matcha Tea",0
41782,Complete,7/28/2025,19:27,23,"Fruit Tea, Matcha Tea, Fruit Tea",0
41783,Complete,7/28/2025,20:22,15,"Matcha Tea, Classic Milk Tea",0
41784,Complete,7/28/2025,17:02,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
41785,Complete,7/28/2025,13:09,7.5,Fruit Tea,0
41786,Complete,7/28/2025,12:23,8,Taro Tea,0
41787,Complete,7/28/2025,14:01,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
41788,Complete,7/28/2025,20:11,23,"Taro Tea, Classic Milk Tea, Taro Tea",0
41789,Complete,7/28/2025,14:58,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
41790,Complete,7/28/2025,15:31,8,Taro Tea,0
41791,Complete,7/28/2025,20:03,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
41792,Complete,7/28/2025,17:38,7.5,Fruit Tea,0
41793,Complete,7/28/2025,12:49,14,"Classic Milk Tea, Classic Milk Tea",0
41794,Complete,7/28/2025,19:13,14.5,"Fruit Tea, Classic Milk Tea",0
41795,Complete,7/28/2025,14:07,14.5,"Fruit Tea, Classic Milk Tea",0
41796,Complete,7/28/2025,9:44,7.5,Fruit Tea,0
41797,Complete,7/28/2025,9:03,16,"Matcha Tea, Matcha Tea",0
41798,Complete,7/28/2025,14:53,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41799,Complete,7/28/2025,20:43,15.5,"Taro Tea, Fruit Tea",0
41800,Complete,7/28/2025,12:08,16,"Matcha Tea, Taro Tea",0
41801,Complete,7/28/2025,14:26,16,"Matcha Tea, Matcha Tea",0
41802,Complete,7/28/2025,9:12,22,"Classic Milk Tea, Classic Milk Tea, Matcha Tea",0
41803,Complete,7/28/2025,10:54,7,Classic Milk Tea,0
41804,Complete,7/28/2025,21:52,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
41805,Complete,7/28/2025,19:46,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
41806,Complete,7/28/2025,12:36,24,"Taro Tea, Matcha Tea, Taro Tea",0
41807,Complete,7/28/2025,15:50,7,Classic Milk Tea,0
41808,Complete,7/28/2025,11:29,23,"Fruit Tea, Fruit Tea, Matcha Tea",0
41809,Complete,7/28/2025,10:42,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41810,Complete,7/28/2025,9:06,22,"Classic Milk Tea, Matcha Tea, Classic Milk Tea",0
41811,Complete,7/28/2025,21:17,24,"Taro Tea, Taro Tea, Taro Tea",0
41812,Complete,7/28/2025,10:41,15,"Taro Tea, Classic Milk Tea",0
41813,Complete,7/28/2025,19:53,23,"Matcha Tea, Classic Milk Tea, Matcha Tea",0
41814,Complete,7/28/2025,10:37,16,"Taro Tea, Taro Tea",0
41815,Complete,7/28/2025,14:09,15,"Taro Tea, Classic Milk Tea",0
41816,Complete,7/28/2025,10:31,15.5,"Fruit Tea, Matcha Tea",0
41817,Complete,7/28/2025,11:03,15.5,"Taro Tea, Fruit Tea",0
41818,Complete,7/28/2025,16:42,15,"Classic Milk Tea, Taro Tea",0
41819,Complete,7/28/2025,15:24,15.5,"Matcha Tea, Fruit Tea",0
41820,Complete,7/28/2025,15:13,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
41821,Complete,7/28/2025,16:27,15.5,"Taro Tea, Fruit Tea",0
41822,Complete,7/28/2025,16:29,15.5,"Fruit Tea, Matcha Tea",0
41823,Complete,7/28/2025,16:26,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
41824,Complete,7/28/2025,15:11,15,"Matcha Tea, Classic Milk Tea",0
41825,Complete,7/28/2025,9:40,15,"Fruit Tea, Fruit Tea",0
41826,Complete,7/28/2025,9:21,15.5,"Taro Tea, Fruit Tea",0
41827,Complete,7/28/2025,19:18,7,Classic Milk Tea,0
41828,Complete,7/28/2025,9:03,8,Taro Tea,0
41829,Complete,7/28/2025,21:14,8,Matcha Tea,0
41830,Complete,7/28/2025,15:06,23,"Taro Tea, Fruit Tea, Fruit Tea",0
41831,Complete,7/28/2025,18:00,22.5,"Matcha Tea, Classic Milk Tea, Fruit Tea",0
41832,Complete,7/28/2025,11:46,15,"Fruit Tea, Fruit Tea",0
41833,Complete,7/28/2025,18:08,16,"Matcha Tea, Taro Tea",0
41834,Complete,7/28/2025,17:53,8,Taro Tea,0
41835,Complete,7/28/2025,15:23,15.5,"Fruit Tea, Taro Tea",0
41836,Complete,7/28/2025,21:45,16,"Taro Tea, Taro Tea",0
41837,Complete,7/28/2025,17:55,8,Taro Tea,0
41838,Complete,7/28/2025,9:03,14.5,"Classic Milk Tea, Fruit Tea",0
41839,Complete,7/28/2025,10:39,8,Matcha Tea,0
41840,Complete,7/28/2025,10:25,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
41841,Complete,7/28/2025,18:06,16,"Matcha Tea, Matcha Tea",0
41842,Complete,7/28/2025,15:08,14.5,"Classic Milk Tea, Fruit Tea",0
41843,Complete,7/28/2025,20:45,15,"Classic Milk Tea, Taro Tea",0
41844,Complete,7/28/2025,14:57,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
41845,Complete,7/28/2025,9:24,24,"Matcha Tea, Matcha Tea, Matcha Tea",0
41846,Complete,7/28/2025,12:32,8,Taro Tea,0
41847,Complete,7/28/2025,21:30,15.5,"Fruit Tea, Matcha Tea",0
41848,Complete,7/28/2025,18:06,14.5,"Classic Milk Tea, Fruit Tea",0
41849,Complete,7/28/2025,12:15,7.5,Fruit Tea,0
41850,Complete,7/28/2025,12:14,16,"Taro Tea, Matcha Tea",0
41851,Complete,7/28/2025,15:13,15,"Taro Tea, Classic Milk Tea",0
41852,Complete,7/28/2025,14:17,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41853,Complete,7/28/2025,20:22,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
41854,Complete,7/28/2025,11:30,8,Taro Tea,0
41855,Complete,7/28/2025,14:00,23,"Matcha Tea, Taro Tea, Classic Milk Tea",0
41856,Complete,7/28/2025,12:43,15,"Classic Milk Tea, Matcha Tea",0
41857,Complete,7/28/2025,16:49,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
41858,Complete,7/28/2025,13:49,14,"Classic Milk Tea, Classic Milk Tea",0
41859,Complete,7/28/2025,9:25,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41860,Complete,7/28/2025,16:46,15,"Classic Milk Tea, Taro Tea",0
41861,Complete,7/28/2025,14:36,16,"Taro Tea, Matcha Tea",0
41862,Complete,7/28/2025,14:16,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
41863,Complete,7/28/2025,11:30,15,"Classic Milk Tea, Taro Tea",0
41864,Complete,7/28/2025,17:16,23.5,"Fruit Tea, Taro Tea, Matcha Tea",0
41865,Complete,7/28/2025,15:53,16,"Taro Tea, Matcha Tea",0
41866,Complete,7/28/2025,9:59,7.5,Fruit Tea,0
41867,Complete,7/28/2025,16:57,8,Matcha Tea,0
41868,Complete,7/28/2025,13:13,16,"Taro Tea, Matcha Tea",0
41869,Complete,7/28/2025,21:21,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
41870,Complete,7/28/2025,11:50,15.5,"Fruit Tea, Taro Tea",0
41871,Complete,7/28/2025,9:28,15,"Taro Tea, Classic Milk Tea",0
41872,Complete,7/28/2025,11:35,16,"Matcha Tea, Matcha Tea",0
41873,Complete,7/28/2025,15:30,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
41874,Complete,7/28/2025,12:40,15.5,"Fruit Tea, Taro Tea",0
41875,Complete,7/28/2025,9:21,8,Matcha Tea,0
41876,Complete,7/28/2025,21:51,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
41877,Complete,7/28/2025,10:25,8,Taro Tea,0
41878,Complete,7/28/2025,21:51,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
41879,Complete,7/28/2025,19:20,7.5,Fruit Tea,0
41880,Complete,7/28/2025,9:47,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
41881,Complete,7/28/2025,10:24,7.5,Fruit Tea,0
41882,Complete,7/28/2025,21:18,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
41883,Complete,7/28/2025,16:19,7,Classic Milk Tea,0
41884,Complete,7/28/2025,12:33,14.5,"Classic Milk Tea, Fruit Tea",0
41885,Complete,7/28/2025,19:31,15.5,"Fruit Tea, Taro Tea",0
41886,Complete,7/28/2025,16:49,15.5,"Fruit Tea, Matcha Tea",0
41887,Complete,7/28/2025,13:52,16,"Taro Tea, Taro Tea",0
41888,Complete,7/28/2025,11:27,8,Taro Tea,0
41889,Complete,7/28/2025,16:15,15,"Classic Milk Tea, Taro Tea",0
41890,Complete,7/28/2025,11:05,7,Classic Milk Tea,0
41891,Complete,7/28/2025,13:59,7.5,Fruit Tea,0
41892,Complete,7/28/2025,14:29,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
41893,Complete,7/28/2025,20:01,15.5,"Taro Tea, Fruit Tea",0
41894,Complete,7/28/2025,14:56,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
41895,Complete,7/28/2025,18:29,23,"Taro Tea, Classic Milk Tea, Matcha Tea",0
41896,Complete,7/28/2025,20:52,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
41897,Complete,7/28/2025,21:45,7,Classic Milk Tea,0
41898,Complete,7/28/2025,15:41,22,"Classic Milk Tea, Matcha Tea, Classic Milk Tea",0
41899,Complete,7/28/2025,17:51,15,"Classic Milk Tea, Matcha Tea",0
41900,Complete,7/28/2025,21:48,15.5,"Fruit Tea, Matcha Tea",0
41901,Complete,7/28/2025,19:45,22,"Matcha Tea, Classic Milk Tea, Classic Milk Tea",0
41902,Complete,7/28/2025,21:49,24,"Matcha Tea, Matcha Tea, Taro Tea",0
41903,Complete,7/28/2025,9:51,15.5,"Taro Tea, Fruit Tea",0
41904,Complete,7/28/2025,12:32,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
41905,Complete,7/28/2025,13:44,15,"Classic Milk Tea, Matcha Tea",0
41906,Complete,7/28/2025,21:05,15.5,"Fruit Tea, Matcha Tea",0
41907,Complete,7/28/2025,13:38,8,Matcha Tea,0
41908,Complete,7/28/2025,11:46,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
41909,Complete,7/28/2025,16:57,23,"Fruit Tea, Fruit Tea, Taro Tea",0
41910,Complete,7/28/2025,17:01,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
41911,Complete,7/28/2025,12:33,15.5,"Matcha Tea, Fruit Tea",0
41912,Complete,7/29/2025,14:22,23,"Fruit Tea, Fruit Tea, Taro Tea",0
41913,Complete,7/29/2025,10:12,16,"Matcha Tea, Matcha Tea",0
41914,Complete,7/29/2025,12:40,8,Matcha Tea,0
41915,Complete,7/29/2025,20:23,15,"Classic Milk Tea, Taro Tea",0
41916,Complete,7/29/2025,9:54,7.5,Fruit Tea,0
41917,Complete,7/29/2025,11:40,8,Matcha Tea,0
41918,Complete,7/29/2025,15:35,22.5,"Fruit Tea, Classic Milk Tea, Taro Tea",0
41919,Complete,7/29/2025,13:00,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
41920,Complete,7/29/2025,17:50,15,"Taro Tea, Classic Milk Tea",0
41921,Complete,7/29/2025,9:12,15,"Fruit Tea, Fruit Tea",0
41922,Complete,7/29/2025,18:47,16,"Taro Tea, Matcha Tea",0
41923,Complete,7/29/2025,11:01,8,Taro Tea,0
41924,Complete,7/29/2025,11:46,8,Taro Tea,0
41925,Complete,7/29/2025,20:01,14.5,"Classic Milk Tea, Fruit Tea",0
41926,Complete,7/29/2025,18:57,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
41927,Complete,7/29/2025,12:29,15.5,"Fruit Tea, Taro Tea",0
41928,Complete,7/29/2025,21:03,7.5,Fruit Tea,0
41929,Complete,7/29/2025,15:02,23.5,"Matcha Tea, Fruit Tea, Matcha Tea",0
41930,Complete,7/29/2025,10:06,15.5,"Fruit Tea, Matcha Tea",0
41931,Complete,7/29/2025,12:24,7,Classic Milk Tea,0
41932,Complete,7/29/2025,16:13,8,Taro Tea,0
41933,Complete,7/29/2025,20:10,16,"Taro Tea, Matcha Tea",0
41934,Complete,7/29/2025,11:18,23,"Matcha Tea, Taro Tea, Classic Milk Tea",0
41935,Complete,7/29/2025,10:36,14.5,"Classic Milk Tea, Fruit Tea",0
41936,Complete,7/29/2025,15:27,16,"Taro Tea, Taro Tea",0
41937,Complete,7/29/2025,12:17,7,Classic Milk Tea,0
41938,Complete,7/29/2025,15:14,14.5,"Fruit Tea, Classic Milk Tea",0
41939,Complete,7/29/2025,20:16,15,"Fruit Tea, Fruit Tea",0
41940,Complete,7/29/2025,17:10,22,"Taro Tea, Classic Milk Tea, Classic Milk Tea",0
41941,Complete,7/29/2025,11:29,16,"Taro Tea, Taro Tea",0
41942,Complete,7/29/2025,21:58,15.5,"Taro Tea, Fruit Tea",0
